Original_X,L2_X,L3_X,TLC_X,Original_CX,L2_CX,L3_CX,TLC_CX,Original_Layers,L2_Layers,L3_Layers,TLC_Layers,L2_Time,L3_Time,TLC_Time,Original_Cost,L2_Cost,L3_Cost,TLC_Cost,L3_Unitary,TLC_Unitary,L3_Unitary_X,TLC_Unitary_X,L3_Unitary_CX,TLC_Unitary_CX,L3_Unitary_CCX,TLC_Unitary_CCX,Template_Matched,Template_Matching_Time,Template_Substitution_Time,Optimization_Pass_Time
7,1,1,1,3,1,1,1,5,2,2,2,0.0012559890747070312,0.002051830291748047,0.019624948501586914,13,3,3,3,0,0,0,0,0,0,0,0,False,0.005300760269165039,0,0.002813100814819336
10,2,2,2,2,2,2,2,5,3,3,3,0.0014748573303222656,0.0027608871459960938,0.04274582862854004,14,6,6,6,0,0,0,0,0,0,0,0,False,0.02804112434387207,0,0.0031638145446777344
9,1,1,1,2,2,2,2,5,3,3,2,0.0012278556823730469,0.002170085906982422,0.026200056076049805,13,5,5,5,0,0,0,0,0,0,0,0,False,0.012115716934204102,0,0.0031418800354003906
9,1,1,1,2,2,2,2,5,3,3,3,0.0013070106506347656,0.0021691322326660156,0.025177001953125,13,5,5,5,0,0,0,0,0,0,0,0,False,0.011597394943237305,0,0.0027120113372802734
9,3,3,3,2,2,2,2,5,3,3,3,0.0014889240264892578,0.0026540756225585938,0.0738670825958252,13,7,7,7,0,0,0,0,0,0,0,0,False,0.05882763862609863,0,0.003324270248413086
8,2,2,2,2,2,2,2,5,3,3,3,0.0011761188507080078,0.0021409988403320312,0.04334092140197754,12,6,6,6,0,0,0,0,0,0,0,0,False,0.02827763557434082,0,0.003060579299926758
8,0,0,0,2,2,2,2,5,2,2,2,0.0011048316955566406,0.002680063247680664,0.018745899200439453,12,4,4,4,0,0,0,0,0,0,0,0,False,0.004358053207397461,0,0.0030307769775390625
8,2,2,2,2,2,2,2,5,3,3,3,0.0013921260833740234,0.002460956573486328,0.04398632049560547,12,6,6,6,0,0,0,0,0,0,0,0,False,0.028319835662841797,0,0.003636598587036133
8,2,2,2,3,3,3,3,5,3,3,4,0.0014731884002685547,0.0028638839721679688,0.05252671241760254,14,8,8,8,0,0,0,0,0,0,0,0,False,0.036000967025756836,0,0.004005908966064453
8,0,0,0,3,3,3,3,5,3,3,3,0.0013778209686279297,0.0023651123046875,0.020711183547973633,14,6,6,6,0,0,0,0,0,0,0,0,False,0.006272077560424805,0,0.0032651424407958984
8,2,2,2,3,3,3,3,5,3,3,4,0.0014867782592773438,0.002516031265258789,0.05207490921020508,14,8,8,8,0,0,0,0,0,0,0,0,False,0.03645586967468262,0,0.0037200450897216797
8,2,2,2,3,3,3,3,5,3,3,4,0.0013580322265625,0.0024449825286865234,0.05190873146057129,14,8,8,8,0,0,0,0,0,0,0,0,False,0.0370020866394043,0,0.0033829212188720703
8,0,0,0,3,1,1,1,5,1,1,1,0.0011899471282958984,0.00173187255859375,0.013363838195800781,14,2,2,2,0,0,0,0,0,0,0,0,False,0.0011687278747558594,0,0.002218961715698242
